title,top_topics,intent,funnel_stage
Como otimizar a gestão financeira em pequenas empresas?,"['gestão', 'negócio', 'financeiro', 'planejamento', 'finanças', 'empresa', 'além', 'processos', 'financeira', 'contas']",Informativa,Meio do Funil (MoFu)
Como declarar investimentos no imposto de renda? Descubra!,"['investimentos', 'renda', 'rendimentos', 'declaração', 'código', 'precisam', 'ficha', 'bens', 'imposto', 'isentos']",Comercial,Topo do Funil (ToFu)
10 erros contábeis comuns que os empresários cometem,"['pode', 'empresa', 'contabilidade', 'erros', 'financeiros', 'podem', 'empresário', 'contábeis', 'sobre', 'relatórios']",Informativa,Meio do Funil (MoFu)
Como fazer uma consulta da Situação Cadastral do CNPJ? Passo a passo,"['cnpj', 'situação', 'cadastral', 'empresa', 'consulta', 'receita', 'federal', 'consultar', 'fazer', 'aplicativo']",Transacional,Fundo do Funil (BoFu)
7 sinais de que sua empresa tem boa saúde financeira,"['empresa', 'despesas', 'receita', 'ativos', 'quanto', 'aumento', 'taxa', 'vendas', 'clientes', 'rentabilidade']",Indeterminado,Meio do Funil (MoFu)
Qual a melhor maquininha de cartão para o seu negócio? Conheça 9 opções que podem lhe ajudar!,"['maquininha', 'cartão', 'crédito', 'sumup', 'melhor', 'vista', 'pode', 'débito', 'r', 'receber']",Transacional,Meio do Funil (MoFu)
6 dicas para melhorar a relação com fornecedores,"['fornecedor', 'fornecedores', 'relação', 'empresa', 'metas', 'pedidos', 'sobre', 'outro', 'totalmente', 'cliente']",Informativa,Meio do Funil (MoFu)
Impostos diretos e indiretos: qual a diferença entre eles?,"['impostos', 'imposto', 'indiretos', 'diretos', 'sobre', 'tributo', 'serviço', 'taxa', 'taxas', 'diferença']",Transacional,Fundo do Funil (BoFu)
4 dicas de vendas imperdíveis para aumentar o lucro da sua empresa,"['empresa', 'aumentar', 'vendas', 'produtos', 'cliente', 'dicas', 'preciso', 'vende', 'exemplo', 'vender']",Transacional,Fundo do Funil (BoFu)
Conheça os 6 maiores desafios do pequeno empreendedor,"['microempreendedor', 'desafios', 'empresa', 'sucesso', 'pode', 'todo', 'mercado', 'precisa', 'saber', 'deve']",Informativa,Meio do Funil (MoFu)
Gerenciador Financeiro da Caixa: o que é e como funciona? Veja,"['caixa', 'financeiro', 'gerenciador', 'controle', 'empresa', 'negócio', 'dados', 'finanças', 'ferramenta', 'conta']",Informativa,Meio do Funil (MoFu)
"CFOP 5949 &#8211; Saiba o que é, e como utilizá-lo","['cfop', '5949', 'código', 'nota', 'usado', 'pode', 'preciso', 'fiscal', 'saída', 'operações']",Transacional,Fundo do Funil (BoFu)
7 dicas para aumentar as vendas no início do ano em seu negócio,"['ano', 'vendas', 'empresa', 'cliente', 'início', 'negócio', 'fazer', 'aumentar', 'promoções', 'venda']",Transacional,Fundo do Funil (BoFu)
4 dicas de controle financeiro para autônomos,"['manter', 'empresa', 'financeiro', 'contas', 'pessoais', 'despesas', 'controle', 'autônomo', 'assim', 'planejamento']",Transacional,Fundo do Funil (BoFu)
Como consultar sócios pelo CNPJ em 5 minutos? Confira!,"['sócios', 'cnpj', 'empresa', 'dados', 'consulta', 'gestão', 'receita', 'dificuldade', 'financeira', 'consultar']",Comercial,Fundo do Funil (BoFu)
Veja 5 dicas para controlar melhor seu fluxo de caixa,"['caixa', 'fluxo', 'vendas', 'pode', 'condições', 'pagamento', 'prazo', 'negócio', 'fornecedores', 'quanto']",Indeterminado,Meio do Funil (MoFu)
Venda para entrega futura: saiba como é a emissão da Nota Fiscal,"['venda', 'entrega', 'futura', 'nota', 'faturamento', 'fiscal', 'produto', 'caso', 'emissão', 'feita']",Transacional,Fundo do Funil (BoFu)
"CFOP 6102: entenda o que é, para que ele serve e quando usar!","['cfop', '6102', 'código', 'estado', 'dentro', 'venda', 'mercadoria', 'usado', 'entrada', 'serviço']",Transacional,Fundo do Funil (BoFu)
4 dicas de gestão fiscal para pequenas empresas,"['empresa', 'fiscal', 'gestão', 'empresas', 'receita', 'bruta', 'r', 'maior', 'tributária', 'além']",Informativa,Fundo do Funil (BoFu)
Certificado digital não encontrado: como resolver esse problema?,"['certificado', 'digital', 'pode', 'passo', 'problema', 'clicar', 'encontrado', 'preciso', 'nesse', 'erro']",Indeterminado,Meio do Funil (MoFu)
O que é logística tributária? Saiba para que serve e suas vantagens!,"['tributária', 'logística', 'fiscais', 'planejamento', 'pode', 'fazer', 'tributário', 'reduzir', 'custos', 'tributos']",Comercial,Meio do Funil (MoFu)
Qual o impacto do Open Finance para empresas? Prós e contras,"['open', 'finance', 'dados', 'financeiro', 'produtos', 'sistema', 'banco', 'serviços', 'sobre', 'quais']",Transacional,Fundo do Funil (BoFu)
O que é Open Banking e como funciona [Guia],"['open', 'banking', 'dados', 'empresas', 'clientes', 'sistema', 'sobre', 'cliente', 'instituições', 'serviços']",Comercial,Fundo do Funil (BoFu)
Guia prático: tudo sobre emissão de nota fiscal eletrônica,"['nota', 'fiscal', 'eletrônica', 'emissão', 'digital', 'notas', 'emitir', 'serviços', 'fiscais', 'documento']",Transacional,Fundo do Funil (BoFu)
Controle de contas a pagar e receber: tudo o que você precisa saber!,"['contas', 'receber', 'pagar', 'caixa', 'empresa', 'clientes', 'fluxo', 'controle', 'fazer', 'forma']",Comercial,Meio do Funil (MoFu)
O que é nota fiscal denegada e rejeitada? Como resolver?,"['nota', 'fiscal', 'denegada', 'rejeitada', 'empresa', 'pode', 'sefaz', 'status', 'sobre', 'notas']",Comercial,Fundo do Funil (BoFu)
Como fazer recusa de nota fiscal e evitar problemas com o Fisco?,"['fiscal', 'nota', 'operação', 'destinatário', 'fazer', 'recusa', 'mde', 'eletrônica', 'manifestação', 'nfe']",Informativa,Meio do Funil (MoFu)
Agenda de recebíveis: o que é e como muda a vida do empresário,"['recebíveis', 'crédito', 'empresa', 'agenda', 'banco', 'negócio', 'garantia', 'pode', 'capital', 'peer']",Transacional,Fundo do Funil (BoFu)
Como aumentar o capital de giro sem prejudicar o caixa? Veja!,"['capital', 'giro', 'aumentar', 'estratégias', 'negócio', 'dicas', 'planejamento', 'pode', 'pagamento', 'contas']",Transacional,Fundo do Funil (BoFu)
Saiba como evitar ação judicial com documentos contábeis,"['documentos', 'contábeis', 'negócio', 'gestão', 'empresa', 'dados', 'importantes', 'contábil', 'fiscais', 'qualquer']",Informativa,Meio do Funil (MoFu)
Apuração de impostos: 4 ferramentas para ficar em dia com o Fisco,"['impostos', 'apuração', 'empresa', 'pagamento', 'negócio', 'tributos', 'legislação', 'pois', 'revisão', 'regime']",Informativa,Fundo do Funil (BoFu)
Prazo para emissão de nota fiscal existe? Descubra!,"['nota', 'fiscal', 'emitir', 'prazo', 'emissão', 'empresa', 'mercadoria', 'pode', 'emitida', 'cliente']",Transacional,Fundo do Funil (BoFu)
Como escolher data center? Confira essas dicas!,"['data', 'center', 'negócio', 'modelo', 'empresa', 'ter', 'escolha', 'quais', 'empresas', 'precisa']",Comercial,Fundo do Funil (BoFu)
Software para clínica de estética: entenda sua importância na gestão,"['clínica', 'gestão', 'estética', 'bem', 'processos', 'além', 'negócio', 'organização', 'disso', 'controle']",Transacional,Fundo do Funil (BoFu)
Receita previsível: como ter mais previsibilidade das vendas,"['vendas', 'previsível', 'ter', 'receita', 'empresa', 'time', 'negócio', 'vai', 'vendedores', 'preciso']",Transacional,Fundo do Funil (BoFu)
Ferramentas de Gestão para Educação: conheça as principais delas!,"['gestão', 'ferramentas', 'educação', 'alunos', 'sala', 'aula', 'professor', 'google', 'aprendizado', 'tanto']",Comercial,Meio do Funil (MoFu)
Computação em nuvem para clínicas de saúde: principais benefícios,"['nuvem', 'computação', 'dados', 'saúde', 'clínicas', 'atendimento', 'armazenamento', 'pacientes', 'paciente', 'clínica']",Informativa,Meio do Funil (MoFu)
Como demitir clientes? Conheça 5 dicas vitais!,"['cliente', 'clientes', 'consumidor', 'demitir', 'negócio', 'empresa', 'descobrir', 'relação', 'fazer', 'time']",Comercial,Fundo do Funil (BoFu)
Como escolher software jurídico? Avalie o que importa!,"['software', 'jurídico', 'processos', 'gestão', 'tecnologia', 'escritório', 'pode', 'escolher', 'melhor', 'rotina']",Informativa,Meio do Funil (MoFu)
Tributos na logística: quais são e como economizar? Aprenda!,"['logística', 'sobre', 'imposto', 'tributos', 'impostos', 'cada', 'transporte', 'tributária', 'alíquota', 'negócio']",Transacional,Fundo do Funil (BoFu)
Gestão de pacientes: 5 dicas para fazer na sua clínica,"['pacientes', 'gestão', 'atendimento', 'clínica', 'processo', 'processos', 'paciente', 'ter', 'tempo', 'emissão']",Comercial,Fundo do Funil (BoFu)
Onboarding de clientes: da teoria à prática!,"['clientes', 'cliente', 'onboarding', 'sucesso', 'empresa', 'consumidor', 'notas', 'fazer', 'usuário', 'pode']",Transacional,Fundo do Funil (BoFu)
"Logística 4.0: saiba o que é, e quais os principais desafios","['logística', 'processos', 'tecnologias', 'novas', 'todos', 'forma', 'meio', 'processo', 'cadeia', 'negócio']",Comercial,Fundo do Funil (BoFu)
Como consultar Inscrição Estadual? Passo a passo completo,"['inscrição', 'estadual', 'empresa', 'consultar', 'pode', 'passo', 'negócio', 'cadastro', 'ie', 'registro']",Comercial,Fundo do Funil (BoFu)
Domine os tipos de Nota Fiscal Eletrônica (NFs) [Guia],"['fiscal', 'nota', 'eletrônica', 'emissão', 'tipos', 'serviços', 'documento', 'complementar', 'pode', 'produtos']",Transacional,Fundo do Funil (BoFu)
Gestão financeira para agências em 5 passos!,"['gestão', 'financeira', 'agências', 'custos', 'negócio', 'metas', 'planejamento', 'gastos', 'caixa', 'indicadores']",Transacional,Fundo do Funil (BoFu)
Descubra 4 ferramentas para otimizar a gestão de contratos,"['contratos', 'gestão', 'empresa', 'ferramentas', 'sistema', 'processo', 'prazos', 'contrato', 'etapas', 'fornecedores']",Comercial,Fundo do Funil (BoFu)
O que é PLG? Conheça 3 exemplos e 5 princípios!,"['plg', 'produto', 'empresa', 'estratégia', 'meio', 'vendas', 'lead', 'growth', 'serviço', 'companhia']",Transacional,Fundo do Funil (BoFu)
O que é o ICMS? Entenda as operações Interestaduais e interestaduais!,"['icms', 'estado', '18', 'alíquota', 'operações', 'sobre', 'estadual', 'estados', 'imposto', '17']",Transacional,Fundo do Funil (BoFu)
Como funciona o PayPal? Saiba tudo agora!,"['paypal', 'pagamento', 'conta', 'pode', 'funciona', 'clientes', 'fazer', 'compras', 'assim', 'opção']",Transacional,Fundo do Funil (BoFu)
Uso do blockchain na contabilidade: quais são os principais benefícios?,"['blockchain', 'dados', 'contabilidade', 'uso', 'processos', 'rede', 'forma', 'informações', 'tecnologia', 'podem']",Informativa,Meio do Funil (MoFu)
Como precificar um curso online sem ‘achismo’ e baseado em dados?,"['curso', 'online', 'valor', 'ead', 'cursos', 'lucro', 'custos', 'precificar', 'mercado', 'preço']",Transacional,Fundo do Funil (BoFu)
"DACTe: o que é, quem deve emitir e qual a importância","['dacte', 'documento', 'transporte', 'cte', 'eletrônico', 'informações', 'deve', 'emitir', 'serviços', 'entrega']",Comercial,Fundo do Funil (BoFu)
Multa no transporte de cargas: conheça quais são e como evitar,"['transporte', 'multas', 'cargas', 'multa', 'empresa', 'excesso', 'peso', 'veículo', 'além', 'trânsito']",Comercial,Fundo do Funil (BoFu)
"DAMDFe: o que é, como funciona e qual sua importância?","['damdfe', 'documento', 'manifesto', 'documentos', 'transporte', 'mdfe', 'deve', 'fiscalização', 'eletrônico', 'fiscais']",Comercial,Fundo do Funil (BoFu)
Como funciona a NF de transporte e qual sua importância?,"['nota', 'fiscal', 'transporte', 'empresa', 'mercadorias', 'serviços', 'documento', 'sobre', 'pode', 'além']",Transacional,Fundo do Funil (BoFu)
"Gestão fiscal para transportadoras: passo a passo, documentação de carga e +!","['fiscal', 'gestão', 'empresa', 'fiscais', 'transportadoras', 'documentos', 'fazer', 'dados', 'informações', 'emissão']",Transacional,Fundo do Funil (BoFu)
Como validar um produto digital? Guia completo!,"['produto', 'digital', 'sobre', 'negócio', 'validar', 'vídeo', 'conteúdo', 'online', 'processo', 'empresa']",Transacional,Fundo do Funil (BoFu)
Automação de processos financeiros: entenda como funciona!,"['processos', 'automatização', 'empresa', 'emissão', 'financeiros', 'outras', 'tempo', 'sistema', 'companhia', 'fiscal']",Transacional,Fundo do Funil (BoFu)
Como aumentar a segurança nas entregas interestaduais? [Guia],"['segurança', 'fiscais', 'transporte', 'frota', 'emissão', 'notas', 'carga', 'documentos', 'tempo', 'sistema']",Transacional,Fundo do Funil (BoFu)
CFOP 5405: saiba o que é e quando usar!,"['cfop', 'nota', '5405', 'substituição', 'emissão', 'código', 'tributária', 'pago', 'notas', 'imposto']",Transacional,Fundo do Funil (BoFu)
"CIOT: entenda o que é, e saiba como emitir","['ciot', 'transporte', 'código', 'cargas', 'rodoviário', 'serviço', 'bem', 'operação', 'emissão', 'sistema']",Comercial,Fundo do Funil (BoFu)
"RCTR-C: entenda o que é, e quando ele deve ser contratado","['seguro', 'carga', 'cobertura', 'seguradora', 'sendo', 'contratação', 'valor', 'apólice', 'coberturas', 'transporte']",Transacional,Fundo do Funil (BoFu)
Documentos fiscais de transporte: saiba quais são obrigatórios!,"['transporte', 'documentos', 'fiscal', 'documento', 'carga', 'fiscais', 'nota', 'eletrônico', 'cargas', 'emissão']",Comercial,Fundo do Funil (BoFu)
Modelo de negócios: tipos + como escolher para sua empresa,"['modelo', 'negócio', 'negócios', 'empresa', 'plano', 'tipos', 'sobre', 'produtos', 'pode', 'precisa']",Comercial,Fundo do Funil (BoFu)
Qual o melhor software para vendas? Aprenda como escolher o seu!,"['vendas', 'software', 'dados', 'sistema', 'empresa', 'negócio', 'melhor', 'clientes', 'funcionalidades', 'maior']",Comercial,Fundo do Funil (BoFu)
Gestão financeira: confira o passo a passo para montar na sua empresa,"['gestão', 'negócio', 'empresa', 'financeira', 'caixa', 'lucro', 'produto', 'cada', 'capital', 'giro']",Transacional,Fundo do Funil (BoFu)
Processos empresariais fornecem raio X do negócio e suas deficiências,"['processos', 'vendas', 'processo', 'empresariais', 'empresa', 'apoio', 'primários', 'problemas', 'tarefas', 'exemplo']",Transacional,Fundo do Funil (BoFu)
Como melhorar o fluxo de caixa e pagamentos em escolas?,"['fluxo', 'caixa', 'escolas', 'gestão', 'financeira', 'financeiro', 'escola', 'controle', 'despesas', 'pagamentos']",Informativa,Meio do Funil (MoFu)
"Cobrança digital: o que é, vantagens e como automatizar?","['cobrança', 'digital', 'cobranças', 'clientes', 'pagamentos', 'setor', 'financeiro', 'automatizar', 'empresa', 'sistema']",Comercial,Fundo do Funil (BoFu)
Como declarar criptomoedas? Como é a tributação de Bitcoins?,"['criptomoedas', 'r', 'mil', 'declarar', 'moedas', 'imposto', 'bitcoin', 'impostos', '5', 'renda']",Transacional,Fundo do Funil (BoFu)
O que é Natureza da Operação? Entenda de uma vez!,"['operação', 'natureza', 'nota', 'venda', 'fiscal', 'mercadoria', 'precisa', 'nesse', 'devolução', 'cfop']",Transacional,Fundo do Funil (BoFu)
Pagamento recorrente EAD: por que ele é tão benéfico?,"['pagamento', 'recorrente', 'cartão', 'curso', 'crédito', 'ead', 'pode', 'vez', 'débito', 'negócio']",Comercial,Fundo do Funil (BoFu)
Tomador de serviço e prestador de serviço: entenda as diferenças!,"['serviço', 'tomador', 'prestador', 'produtor', 'serviços', 'afiliado', 'nota', 'nesse', 'caso', 'cliente']",Comercial,Fundo do Funil (BoFu)
Como falar em público? Conheça 7 técnicas de oratória!,"['público', 'falar', 'apresentação', 'plateia', 'pessoas', 'durante', 'dados', 'pode', 'bem', 'respiração']",Informativa,Meio do Funil (MoFu)
Como avaliar o valor de uma sociedade? Aprenda agora!,"['empresa', 'valor', 'valuation', 'mercado', 'avaliar', 'fluxo', 'caixa', 'método', 'cálculo', 'clientes']",Transacional,Fundo do Funil (BoFu)
O que é inadimplência escolar? Como controlar e diminuir?,"['inadimplência', 'escolar', 'escola', 'pode', 'alunos', 'notas', 'calcular', 'inadimplentes', 'comunicação', 'clientes']",Informativa,Meio do Funil (MoFu)
[Guia] O que é invoice? Como funciona e quem deve emitir?,"['invoice', 'emissão', 'empresa', 'documento', 'dados', 'notas', 'nota', 'fiscal', 'serviços', 'pagamento']",Transacional,Fundo do Funil (BoFu)
"Sonegação fiscal é crime? Saiba o que é, os tipos e como evitar","['sonegação', 'fiscal', 'crime', 'fiscais', 'impostos', 'tributos', 'valor', 'notas', 'evitar', 'emissão']",Comercial,Meio do Funil (MoFu)
6 melhores sistemas escolares e suas principais vantagens,"['escolar', 'gestão', 'sistema', 'recursos', 'alunos', 'notas', 'software', 'escolares', 'inadimplência', 'escola']",Indeterminado,Meio do Funil (MoFu)
O que faz um sistema para academias + 5 softwares de gestão,"['academia', 'alunos', 'sistema', 'gestão', 'software', 'treinos', 'todos', 'controle', 'academias', 'notas']",Comercial,Meio do Funil (MoFu)
Como vender mais em 8 passos. Confira!,"['cliente', 'vender', 'empresa', 'vendas', 'quanto', 'estratégia', 'criar', 'consumidor', 'ter', 'pode']",Transacional,Fundo do Funil (BoFu)
Como aumentar as minhas vendas com a quebra de objeções?,"['objeções', 'vendas', 'objeção', 'cliente', 'produto', 'quebra', 'empresa', 'vendedor', 'quebrar', 'clientes']",Transacional,Fundo do Funil (BoFu)
Abrir MEI grátis: saiba qual é o caminho!,"['mei', 'abrir', 'clicar', 'preciso', 'nome', 'senha', 'grátis', 'pode', 'fiscal', 'número']",Comercial,Fundo do Funil (BoFu)
10 principais características para ter um perfil de empreendedor,"['empreendedor', 'empresa', 'sucesso', 'perfil', 'negócio', 'pode', 'habilidades', 'ter', 'deve', 'gestão']",Transacional,Fundo do Funil (BoFu)
Como montar um plano de negócio? 9 passos essenciais,"['plano', 'negócio', 'empresa', 'produtos', 'negócios', 'mercado', 'montar', 'deve', 'pode', 'serviços']",Transacional,Fundo do Funil (BoFu)
7 melhores técnicas e dicas para gestão financeira empresarial,"['gestão', 'financeira', 'empresa', 'negócio', 'custos', 'caixa', 'planejamento', 'receitas', 'pode', 'fiscal']",Transacional,Fundo do Funil (BoFu)
Como contornar objeções quando o cliente diz que está caro,"['cliente', 'preço', 'caro', 'diz', 'produto', 'vendas', 'valor', 'clientes', 'fazer', 'vai']",Transacional,Fundo do Funil (BoFu)
9 sacadas de empreendedor para quem está começando agora,"['empreendedor', 'empreender', 'marketing', 'negócio', 'começar', 'sucesso', 'sacadas', 'problemas', 'parte', 'emocional']",Transacional,Fundo do Funil (BoFu)
Entenda como funciona a emissão de notas fiscais em clínicas e laboratórios,"['emissão', 'fiscal', 'nota', 'notas', 'fiscais', 'clínicas', 'laboratórios', 'assim', 'site', 'prefeitura']",Comercial,Fundo do Funil (BoFu)
Como automatizar uma empresa? Confira esses 7 passos!,"['processos', 'empresa', 'automatização', 'automatizar', 'processo', 'quais', 'automatizados', 'menos', 'preciso', 'momento']",Indeterminado,Meio do Funil (MoFu)
Por que validar cupom fiscal? Veja como automatizar a validação,"['fiscal', 'cupom', 'nota', 'consumidor', 'validar', 'pode', 'empresa', 'fiscais', 'emissão', 'cupons']",Transacional,Fundo do Funil (BoFu)
Como acelerar o crescimento da sua startup com o Growth Hacking,"['growth', 'hacking', 'forma', 'crescimento', 'estratégias', 'dessa', 'startup', 'empresa', 'clientes', 'negócio']",Transacional,Fundo do Funil (BoFu)
Automatizar emissão de NFC-e: qual a importância e como fazer?,"['emissão', 'nota', 'automatizar', 'processo', 'fiscal', 'notas', 'pode', 'fiscais', 'emitir', 'sefaz']",Transacional,Fundo do Funil (BoFu)
Pix Vindi: entenda como funciona essa solução!,"['pix', 'vindi', 'pagamento', 'empresa', 'solução', 'forma', 'cobrança', 'plataforma', 'valor', 'dia']",Informativa,Meio do Funil (MoFu)
GestãoDS: saiba como fazer a gestão fiscal em saúde!,"['sistema', 'pacientes', 'gestãods', 'clínica', 'assim', 'gestão', 'possível', 'fazer', 'tempo', 'além']",Comercial,Fundo do Funil (BoFu)
Como automatizar a emissão de Nota Fiscal de cursos online?,"['online', 'emissão', 'nota', 'fiscal', 'notas', 'fiscais', 'curso', 'emitir', 'digital', 'sistema']",Transacional,Fundo do Funil (BoFu)
Como emitir nota fiscal no WHMCS? Entenda de uma vez!,"['whmcs', 'nota', 'fiscal', 'emissão', 'módulo', 'notas', 'fiscais', 'fazer', 'solução', 'basta']",Transacional,Fundo do Funil (BoFu)
Como evitar inadimplência em empresa SaaS? Entenda!,"['empresa', 'inadimplência', 'cliente', 'saas', 'crédito', 'pode', 'evitar', 'bom', 'sempre', 'preciso']",Comercial,Meio do Funil (MoFu)
Emissão de notas fiscais em agências de viagens: como funciona?,"['notas', 'agências', 'fiscais', 'emissão', 'viagens', 'viagem', 'serviço', 'agência', 'empresas', 'serviços']",Comercial,Fundo do Funil (BoFu)
Gestão financeira para healthtechs: 3 dicas para gerenciar as tarefas,"['saúde', 'gestão', 'financeira', 'healthtech', 'soluções', 'pagamento', 'fiscais', 'healthtechs', 'sistema', 'notas']",Transacional,Fundo do Funil (BoFu)
Como fazer gestão financeira em legaltechs?,"['legaltechs', 'gestão', 'financeira', 'empresa', 'dados', 'ter', 'clientes', 'importante', 'gastos', 'emissão']",Comercial,Fundo do Funil (BoFu)
Como corrigir a Rejeição 610? Entenda esse problema para emissão de Nota Fiscal,"['610', 'rejeição', 'valor', 'nota', 'total', 'emissão', 'dados', 'valores', 'somatório', 'fiscal']",Informativa,Meio do Funil (MoFu)
Como resolver a Rejeição 772 para emissão de nota fiscal?,"['rejeição', '772', 'cnpj', 'fiscais', 'uf', 'emissão', 'problema', 'empresa', 'interestadual', 'empresas']",Comercial,Fundo do Funil (BoFu)
Entenda o que é e como resolver a Rejeição 905 para emissão de nota fiscal,"['rejeição', '905', 'fiscal', 'campos', 'fiscais', 'nota', 'fatura', 'grupo', 'caso', 'dados']",Comercial,Fundo do Funil (BoFu)
Veja como resolver a rejeição 904 para emissão de nota fiscal na Sefaz,"['rejeição', '904', 'nota', 'fiscais', 'fiscal', 'pagamento', 'emissão', 'tipo', 'campo', 'valor']",Informativa,Meio do Funil (MoFu)
Rejeição 703: o que significa hora da emissão posterior ao horário de recebimento?,"['rejeição', '703', 'emissão', 'fiscal', 'fiscais', 'sefaz', 'pode', 'dados', 'horário', 'recebimento']",Indeterminado,Meio do Funil (MoFu)
O que é antecipação de recebíveis? Veja como evitar fraudes nas operações,"['antecipação', 'recebíveis', 'dados', 'empresa', 'transação', 'instituições', 'fraudes', 'forma', 'recurso', 'fiscal']",Comercial,Fundo do Funil (BoFu)
Como evitar a inadimplência na cobrança recorrente?,"['pagamento', 'recorrente', 'cobrança', 'inadimplência', 'serviço', 'evitar', 'cliente', 'empresa', 'clientes', 'sistema']",Comercial,Fundo do Funil (BoFu)
Como automatizar a cobrança recorrente? Conheça 4 maneiras,"['pagamento', 'recorrente', 'cobrança', 'sistema', 'clientes', 'cliente', 'pode', 'empresas', 'gestão', 'automatizar']",Comercial,Fundo do Funil (BoFu)
Integração com Pagar.me 2.0: otimize as operações financeiras da sua empresa,"['integração', 'pagamento', 'pode', 'vendas', 'empresa', 'emissão', 'sistema', 'nota', 'fiscal', 'negócio']",Comercial,Fundo do Funil (BoFu)
Tudo o que você precisa saber sobre legislação de cursos livres,"['cursos', 'educação', 'livres', 'profissional', 'modalidade', 'livre', 'legislação', 'lei', 'curso', 'ensino']",Transacional,Fundo do Funil (BoFu)
Passo a passo de como abrir uma empresa de cursos online,"['curso', 'passo', 'online', 'empresa', 'cursos', 'abrir', 'assunto', 'mercado', 'conteúdo', 'deve']",Transacional,Fundo do Funil (BoFu)
Saiba como baixar o XML da NFC-e e por que fazer o download,"['xml', 'nota', 'fiscal', 'acesso', 'baixar', 'arquivo', 'download', 'chave', 'documento', 'eletrônica']",Transacional,Fundo do Funil (BoFu)
Por que a Rejeição 694 merece sua atenção?,"['rejeição', 'regra', 'aplica', 'exceção', '694', 'grupo', 'validação', 'icms', 'uf', 'exceções']",Comercial,Fundo do Funil (BoFu)
Consumidor final: saiba qual a sua diferença para contribuinte,"['consumidor', 'final', 'contribuinte', 'pessoa', 'produto', 'preenchimento', 'diferença', 'cliente', 'inscrição', 'saber']",Transacional,Fundo do Funil (BoFu)
Como resolver a rejeição 611 &#8211; cEAN inválido?,"['cean', 'rejeição', 'fiscal', 'nota', 'erro', 'erros', 'inválido', 'emissão', '611', 'campo']",Transacional,Fundo do Funil (BoFu)
Como resolver a rejeição 328? Aprenda a fazer NF-e de devolução corretamente,"['devolução', '328', 'fiscal', 'dados', 'rejeição', 'mercadoria', 'cfop', 'nota', 'sistema', 'finalidade']",Informativa,Meio do Funil (MoFu)
Como resolver a rejeição 805 na emissão de nota fiscal?,"['rejeição', '805', 'inscrição', 'estadual', 'nota', 'fiscal', 'dados', 'contribuinte', 'ie', 'empresa']",Informativa,Meio do Funil (MoFu)
O que é “Rejeição 208”? Veja como resolver esse entrave na emissão de NF,"['cnpj', 'rejeição', '208', 'fiscal', 'erro', 'destinatário', 'emissão', 'pode', 'nota', 'processos']",Informativa,Meio do Funil (MoFu)
Como resolver o problema de CNPJ inválido da “Rejeição 422”? Entenda!,"['cnpj', 'inválido', 'fiscal', 'problema', 'rejeição', 'emissão', '422', 'nota', 'pode', 'resolver']",Informativa,Meio do Funil (MoFu)
Entenda o que é Rejeição 245 e como resolver esse problema no CNPJ,"['rejeição', '245', 'empresa', 'fiscal', 'emitente', 'cnpj', 'sobre', 'nota', 'pode', 'precisam']",Transacional,Fundo do Funil (BoFu)
Conheça 5 erros em vendas B2B que sua empresa não pode cometer!,"['vendas', 'b2b', 'erros', 'principais', 'pode', 'clientes', 'negócio', 'bem', 'dados', 'empresa']",Transacional,Fundo do Funil (BoFu)
O que significa UF?,"['uf', 'estados', 'unidade', 'federativa', 'federação', 'constituição', 'cada', 'brasil', 'união', 'municípios']",Indeterminado,Meio do Funil (MoFu)
Entenda o que é a “Rejeição 232” para emitir nota fiscal aos clientes,"['rejeição', '232', 'fiscal', 'emissão', 'fiscais', 'empresa', 'clientes', 'dados', 'inscrição', 'estadual']",Informativa,Meio do Funil (MoFu)
Saiba a importância da emissão de nota fiscal em marketplace,"['nota', 'fiscal', 'emissão', 'empresa', 'marketplace', 'documento', 'pode', 'deve', 'consumidor', 'notas']",Transacional,Fundo do Funil (BoFu)
Entenda como resolver a rejeição 233 para emitir documento fiscal,"['pode', 'rejeição', '233', 'fiscal', 'clientes', 'emissão', 'ie', 'resolver', 'informações', 'processo']",Informativa,Meio do Funil (MoFu)
Como baixar XML em lote? Aprenda a otimizar essa tarefa,"['xml', 'lote', 'baixar', 'nota', 'fiscal', 'empresa', 'notas', 'download', 'sistema', 'fiscais']",Informativa,Meio do Funil (MoFu)
Como funciona a consulta de NF-e pelo Serpro?,"['consulta', 'serpro', 'fiscal', 'fazer', 'nota', 'serviço', 'dados', 'consultas', 'fiscais', 'notas']",Comercial,Fundo do Funil (BoFu)
Como resolver a rejeição 656 de consumo indevido?,"['rejeição', 'pode', 'consumo', 'indevido', 'consulta', 'sistema', 'acontece', 'consultas', 'certificado', '656']",Comercial,Fundo do Funil (BoFu)
Como acessar e baixar nota fiscal de terceiros? Entenda o que mudou,"['fiscal', 'nota', 'terceiros', 'dados', 'consulta', 'acesso', 'informações', 'número', 'sobre', 'empresa']",Comercial,Fundo do Funil (BoFu)
Consulta de nota fiscal NF-e parou: O que fazer?,"['consulta', 'nota', 'serviço', 'fiscal', 'chave', 'xml', 'informações', 'acesso', 'notas', 'serviços']",Transacional,Fundo do Funil (BoFu)
O que é validação de nota fiscal e como funciona?,"['nota', 'fiscal', 'validação', 'acesso', 'eletrônica', 'fazer', 'informações', 'dados', 'consulta', 'porém']",Comercial,Fundo do Funil (BoFu)
